Feature1,Feature2,Feature3,Feature4,Target
6.501766448946012,2.928954417977997,4.5062962003908975,1.2067334265604348,ClassB
6.180818012523817,2.854390935651269,4.548838049274416,1.5297996916287677,ClassB
5.677440122697438,3.0245622418158966,4.113495108072267,1.7254161370115366,ClassB
6.1806978027542065,3.6943975700020526,4.512255087129471,0.9991784156635884,ClassB
6.769018283232985,2.4398204422224756,4.748999145622725,1.6630080577139805,ClassB
5.9820869804450245,3.205878057112354,5.2255718038975205,1.301212872316246,ClassB
6.782321827907003,2.5161852386431045,4.979635413042604,1.6711796005779478,ClassB
4.690127447955128,2.85842044026317,5.576591228755778,1.271022253037245,ClassB
6.410951252187612,3.3266851790902097,4.116326218555975,0.9585353698006444,ClassB
6.043523534119085,3.0192840057286388,4.936160318360339,1.0117372686350512,ClassB
5.850496324767066,2.6766765666212082,4.591671002869176,1.5144254839984146,ClassB
6.045880388267751,2.7854088872220095,5.594901466608836,1.5779167505164446,ClassB
5.006215542699554,3.2038793246804027,4.095850857322424,1.2287050124686774,ClassB
5.890164056081244,2.780890010484859,4.080139078909612,1.6915777376332122,ClassB
6.178556285755874,3.0649375768745926,4.200303677277989,1.001543981319312,ClassB
6.738947022370758,3.0136715519711443,3.4380521378450966,1.480176060405805,ClassB
5.740864890863176,2.804519895718255,4.23712248915962,1.136695140071263,ClassB
5.595753198553406,3.6431832267975977,4.120433669223151,1.3044491676593521,ClassB
5.749121478207732,3.1901757066954035,4.575196893238104,1.5142196013949243,ClassB
6.457701058851037,2.392457224002718,4.67087798788858,1.2418759904148142,ClassB
6.164375554829842,3.055936294430828,5.438085419607943,1.3846333367310524,ClassB
5.735119898116481,2.801464060569484,4.9752119190930255,1.8018878427643321,ClassB
6.256633716556678,3.2557300004388674,4.211548172168799,1.3269324391430555,ClassB
6.04853877467402,2.76224377847019,4.050792664325821,1.7507076336195424,ClassB
6.484322495266444,2.9655790675599305,4.745959585753253,1.1610879436027146,ClassB
5.648973453061323,3.151496183694137,3.839883396489679,1.6589412533745849,ClassB
5.836168926701116,3.259726558251036,5.415729382927177,1.93247058619737,ClassB
5.803945923433921,2.639911077883267,5.089720060360643,0.7585066499618133,ClassB
5.268242525933941,2.8996496292477154,4.265412173947648,1.2609314233588569,ClassB
6.148060138532288,2.857516406651713,3.643432735454561,1.673121638154162,ClassB
6.130527636089945,2.8040012302278865,5.176936187082706,1.4390863841871022,ClassB
6.00255672832123,3.5296362720843293,4.442730077373691,1.6113437620113926,ClassB
5.882706433312427,3.1214945132882868,5.11890815598673,1.3188044439852538,ClassB
6.292314628974793,2.1217348136994865,5.3622289364822535,2.01731795749458,ClassC
6.78967733861732,2.7753585841164328,5.760249990818491,1.968864552921584,ClassC
6.828642741736616,3.1366468591037897,6.002097479887273,2.2335564123319616,ClassC
6.59886136538919,2.809739578165344,6.018792237505897,2.0508841686602426,ClassC
6.919357144166995,2.044189010213796,5.819973811408302,2.0675205324150405,ClassC
7.20202542840727,2.3547297781401246,6.249139972938999,1.9176246067755065,ClassC
7.943092950605265,2.8800733447559868,5.572951828246962,1.9024787551855014,ClassC
7.087288906415919,2.2876991603143657,5.943048205991483,1.913488362436076,ClassC
7.128775195361382,2.6331458284438685,6.04811825268476,2.0788904284756593,ClassC
6.962777042116916,2.732390216028801,6.205775533623499,1.9158031038359473,ClassC
6.040614392350479,2.221920858526575,6.2846459512355555,2.0579549713792824,ClassC
6.986743062275392,2.48214239318146,5.550143163264853,2.415080159729088,ClassC
7.0301151049705135,1.5276197979792783,5.386354331705751,2.1742249406863383,ClassC
8.231621056242643,2.192683707599713,6.511070728759403,1.9347952935664319,ClassC
6.903819517609438,2.424229554582052,6.132925604791836,2.240242784432789,ClassC
7.150773671166807,2.1256650454105452,5.700605385377378,1.9183849253956897,ClassC
6.982644115147378,2.9897233911794907,6.620460790209009,1.5923750929644291,ClassC
6.415660981190234,2.07095758661181,6.046269853717144,1.7983827378165191,ClassC
7.571411407257511,2.3679866539909047,6.47171887362553,1.6258416157948288,ClassC
7.375966516343387,2.5392221731858275,6.027007392564044,1.9296973031917384,ClassC
7.3955159735215235,2.9323819867198346,6.824299169952795,2.00368367583791,ClassC
6.54530627260263,2.0692413546461683,6.702136336977282,2.3352874624550566,ClassC
7.701397155468049,2.848949125646488,5.9004143406083704,2.0653854747528326,ClassC
6.29907446860386,2.503069918305876,6.388628380381742,1.9561798942382271,ClassC
7.293428546900135,2.205547404685615,6.258150379834059,2.1658811162366978,ClassC
8.095227812904989,2.6386310422789814,6.54745262301294,1.5577729381984229,ClassC
6.504731837434655,2.559717908672041,5.614030615767958,2.047122911621713,ClassC
6.716851135198614,2.3199349368523614,6.274420583999376,2.1541730387773934,ClassC
7.049825682543821,2.5209406254970057,6.423369794739835,1.7042827508440317,ClassC
6.7482621729419,2.384405920941472,5.296504205430754,2.2287508086413856,ClassC
6.224668284466934,2.5340552035753743,5.52669659493369,2.067699281498883,ClassC
7.034281487403014,2.698639202356314,5.184307128895959,1.9169424172198397,ClassC
6.468848143136947,2.9758050448436055,5.8922372662221765,2.126556373221257,ClassC
7.23679621531759,2.1286553503519454,6.287016902318385,2.454138571560879,ClassC
6.540287882883098,3.13991001239688,6.600942820838411,2.036373251011699,ClassC
7.77496720250877,1.9143736601432495,6.02963791216791,2.0496441172600672,ClassC
6.608373353831881,2.454464471489325,6.651446218228517,1.9081278200919511,ClassC
6.838969241897162,2.6764951619453727,5.447959416714044,1.8300311261070417,ClassC
7.406758608684835,2.58429756032051,5.318647024257938,2.166067163308849,ClassC
6.3845678417830225,2.313190144053822,5.977780920441353,1.8287832348182265,ClassC
7.113729967302064,2.4375633248928175,6.153626179575723,2.0143132474438783,ClassC
7.653571377141214,2.35209971960235,5.986922100762363,1.9044685106469768,ClassC
6.196258382719386,2.3231905729167366,5.17302315998405,2.0957959651492786,ClassC
7.092316929266152,2.7548806291063075,5.964351984194884,2.06673242105739,ClassC
7.129941397124211,2.6071046457895144,5.478212199798059,2.20750798885158,ClassC
7.390911435888655,2.292127121421804,6.267869019532015,1.8979967202290506,ClassC
6.381524644560959,2.7698799626299753,6.146639298438739,1.9460250129413257,ClassC
6.339771693457862,2.5921898562629826,5.624048085469058,1.8042472568435386,ClassC
7.260970782808449,2.743858635651688,5.7944532330653225,1.9111413479847776,ClassC
7.148492336616593,2.688888652577084,5.57631459124442,2.0754600986089704,ClassC
